tag_Jichao,locus_tag,old_locus_tag,gene,product,
ECD_RS16710,ECD_RS16710,ECD_03202,kefG,glutathione-regulated potassium-efflux system ancillary protein KefG,
ECD_RS16715,ECD_RS16715,ECD_03203,NULL,ABC transporter ATP-binding protein,
ECD_RS16720,ECD_RS16720,ECD_03204,NULL,hydrolase,
ECD_RS16725,ECD_RS16725,ECD_03205,NULL,YheU family protein,
ECD_RS16730,ECD_RS16730,ECD_03206,NULL,phosphoribulokinase,
ECD_RS16735,ECD_RS16735,ECD_03207,NULL,OsmC family protein,
ECD_RS16745,ECD_RS16745,ECD_03208,crp,cAMP-activated global transcriptional regulator CRP,
ECD_RS16750,ECD_RS16750,ECD_03209,NULL,membrane protein,
ECD_RS16755,ECD_RS16755,ECD_03210,argD/dapC,bifunctional acetylornithine/succinyldiaminopimelate transaminase,
ECD_RS16760,ECD_RS16760,ECD_03211,pabA,aminodeoxychorismate synthase component 2,
ECD_RS16765,ECD_RS16765,ECD_03212,NULL,putative adenosine monophosphate-protein transferase Fic,
ECD_RS16770,ECD_RS16770,ECD_03213,NULL,YhfG family protein,
ECD_RS16775,ECD_RS16775,ECD_03214,ppiA,peptidylprolyl isomerase A,
ECD_RS16780,ECD_RS16780,ECD_03215,tsgA,MFS transporter TsgA,
ECD_RS16785,ECD_RS16785,ECD_03216,NULL,nitrite reductase large subunit,
ECD_RS16790,ECD_RS16790,ECD_03217,nirD,nitrite reductase small subunit NirD,
ECD_RS16795,ECD_RS16795,ECD_03218,nirC,nitrite transporter NirC,
ECD_RS16800,ECD_RS16800,ECD_03219,cobA,uroporphyrinogen-III C-methyltransferase,
ECD_RS16805,ECD_RS16805,ECD_03220,NULL,YhfL family protein,
ECD_RS16810,ECD_RS16810,ECD_03221,frlA,fructoselysine/psicoselysine transporter,
ECD_RS16815,ECD_RS16815,ECD_03222,frlB,fructoselysine 6-phosphate deglycase,
ECD_RS16820,ECD_RS16820,ECD_03223,frlC,fructoselysine 3-epimerase,
ECD_RS16825,ECD_RS16825,ECD_03224,frlD,fructoselysine 6-kinase,
ECD_RS16830,ECD_RS16830,ECD_03225,phoB,transcriptional regulator PhoB,
ECD_RS16835,ECD_RS16835,NULL,NULL,hypothetical protein,
ECD_RS16840,ECD_RS16840,ECD_03227,NULL,IS1-like element IS1A family transposase,
ECD_RS16845,ECD_RS16845,NULL,NULL,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,
ECD_RS16850,ECD_RS16850,ECD_03229,NULL,membrane protein,
ECD_RS16855,ECD_RS16855,ECD_03230,NULL,DUF2620 domain-containing protein,
ECD_RS16860,ECD_RS16860,ECD_03231,NULL,phosphotriesterase-related protein,
ECD_RS16865,ECD_RS16865,ECD_03232,NULL,phosphopentomutase,
ECD_RS16870,ECD_RS16870,ECD_03233,NULL,YhfX family PLP-dependent enzyme,
ECD_RS16875,ECD_RS16875,ECD_03234,NULL,PRD domain protein,
ECD_RS16880,ECD_RS16880,ECD_03235,NULL,transcriptional regulator,
ECD_RS25345,ECD_RS25345,NULL,NULL,hypothetical protein,
ECD_RS16885,ECD_RS16885,ECD_03236,trpS,tryptophan--tRNA ligase,
ECD_RS16890,ECD_RS16890,ECD_03237,NULL,phosphoglycolate phosphatase,
ECD_RS16895,ECD_RS16895,ECD_03238,NULL,ribulose-phosphate 3-epimerase,
ECD_RS16900,ECD_RS16900,ECD_03239,NULL,adenine-specific DNA-methyltransferase,
ECD_RS16905,ECD_RS16905,ECD_03240,damX,cell division protein DamX,
ECD_RS16910,ECD_RS16910,ECD_03241,aroB,3-dehydroquinate synthase,
ECD_RS16915,ECD_RS16915,ECD_03242,aroK,shikimate kinase AroK,
ECD_RS16920,ECD_RS16920,ECD_03243,hofQ,DNA uptake porin HofQ,
ECD_RS16925,ECD_RS16925,ECD_03244,hofP,DNA utilization protein HofP,
ECD_RS16930,ECD_RS16930,ECD_03245,hofO,DNA utilization protein HofO,
ECD_RS16935,ECD_RS16935,ECD_03246,NULL,DNA utilization protein HofN,
ECD_RS16940,ECD_RS16940,ECD_03247,hofM,DNA utilization protein HofM,
ECD_RS16945,ECD_RS16945,ECD_03248,mrcA,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA,
ECD_RS16950,ECD_RS16950,ECD_03249,nudE,ADP compounds hydrolase NudE,
ECD_RS16955,ECD_RS16955,ECD_03250,igaA,intracellular growth attenuator protein IgaA,
ECD_RS16960,ECD_RS16960,ECD_03251,NULL,GMP/IMP nucleotidase,
ECD_RS16965,ECD_RS16965,ECD_03252,hslR,ribosome-associated heat shock protein Hsp15,
ECD_RS16970,ECD_RS16970,ECD_03253,NULL,Hsp33 family molecular chaperone HslO,
ECD_RS16975,ECD_RS16975,ECD_03254,NULL,DUF4153 domain-containing protein,
ECD_RS16985,ECD_RS16985,ECD_03255,pckA,phosphoenolpyruvate carboxykinase (ATP),
ECD_RS16990,ECD_RS16990,ECD_03256,envZ,two-component system sensor histidine kinase EnvZ,
ECD_RS16995,ECD_RS16995,ECD_03257,ompR,two-component system response regulator OmpR,
ECD_RS17000,ECD_RS17000,ECD_03258,greB,transcription elongation factor GreB,
ECD_RS17005,ECD_RS17005,ECD_03259,NULL,RNA-binding transcriptional accessory protein,
ECD_RS17010,ECD_RS17010,ECD_03260,feoA,ferrous iron transporter A,
ECD_RS17015,ECD_RS17015,ECD_03261,feoB,Fe(2+) transporter permease subunit FeoB,
ECD_RS17020,ECD_RS17020,ECD_03262,feoC,[Fe-S]-dependent transcriptional repressor FeoC,
ECD_RS17025,ECD_RS17025,ECD_03263,rpnA,recombination-promoting nuclease RpnA,
ECD_RS17030,ECD_RS17030,ECD_03264,bioH,pimeloyl-ACP methyl ester esterase BioH,
ECD_RS17035,ECD_RS17035,ECD_03265,gntX,DNA utilization protein GntX,
ECD_RS17040,ECD_RS17040,ECD_03266,NULL,Fe-S biogenesis protein NfuA,
ECD_RS17045,ECD_RS17045,ECD_03267,gntT,gluconate transporter,
ECD_RS17050,ECD_RS17050,ECD_03268,malQ,4-alpha-glucanotransferase,
ECD_RS17055,ECD_RS17055,ECD_03269,malP,maltodextrin phosphorylase,
ECD_RS17060,ECD_RS17060,ECD_03270,malT,HTH-type transcriptional regulator MalT,
ECD_RS17065,ECD_RS17065,ECD_03271,rtcA,RNA 3'-terminal phosphate cyclase,
ECD_RS17070,ECD_RS17070,ECD_03272,NULL,RtcB family protein,
ECD_RS17075,ECD_RS17075,ECD_03273,NULL,sigma 54-dependent transcriptional regulator,
ECD_RS17080,ECD_RS17080,ECD_03274,NULL,DeoR/GlpR family transcriptional regulator,
ECD_RS17085,ECD_RS17085,ECD_03275,glpG,rhomboid family intramembrane serine protease GlpG,
ECD_RS17090,ECD_RS17090,ECD_03276,glpE,thiosulfate sulfurtransferase GlpE,
ECD_RS17095,ECD_RS17095,ECD_03277,NULL,glycerol-3-phosphate dehydrogenase,
ECD_RS17100,ECD_RS17100,NULL,NULL,hypothetical protein,
ECD_RS17105,ECD_RS17105,ECD_03279,NULL,PstS family phosphate ABC transporter substrate-binding protein,
ECD_RS17110,ECD_RS17110,NULL,NULL,PstS family phosphate ABC transporter substrate-binding protein,
ECD_RS17115,ECD_RS17115,ECD_03280,NULL,glycogen phosphorylase,
ECD_RS17120,ECD_RS17120,ECD_03281,glgA,glycogen synthase GlgA,
ECD_RS17125,ECD_RS17125,ECD_03282,glgC,glucose-1-phosphate adenylyltransferase,
ECD_RS17130,ECD_RS17130,ECD_03283,glgX,glycogen debranching protein GlgX,
ECD_RS17135,ECD_RS17135,ECD_03284,glgB,1,4-alpha-glucan branching enzyme,
ECD_RS17140,ECD_RS17140,ECD_03285,asd,aspartate-semialdehyde dehydrogenase,
ECD_RS17145,ECD_RS17145,ECD_03286,yhgN,NAAT family transporter YhgN,
ECD_RS17150,ECD_RS17150,ECD_03287,gntU,gluconate transporter,
ECD_RS17155,ECD_RS17155,ECD_03288,gntK,gluconokinase,
ECD_RS17160,ECD_RS17160,ECD_03289,gntR,gluconate operon transcriptional repressor GntR,
ECD_RS17165,ECD_RS17165,ECD_03290,NULL,pirin family protein,
ECD_RS17170,ECD_RS17170,ECD_03291,NULL,oxidoreductase,
ECD_RS17175,ECD_RS17175,ECD_03292,NULL,N-acetyltransferase,
ECD_RS17180,ECD_RS17180,ECD_03293,hcp,Hcp1 family type VI secretion system effector,
ECD_RS17185,ECD_RS17185,ECD_03294,NULL,hypothetical protein,
ECD_RS25790,ECD_RS25790,NULL,NULL,hypothetical protein,
ECD_RS17190,ECD_RS17190,ECD_03295,NULL,heat-shock protein,
ECD_RS17195,ECD_RS17195,ECD_03296,NULL,gamma-glutamyltransferase,
ECD_RS17200,ECD_RS17200,ECD_03297,NULL,DUF2756 family protein,
ECD_RS17205,ECD_RS17205,ECD_03298,ugpQ,glycerophosphodiester phosphodiesterase,
ECD_RS17210,ECD_RS17210,ECD_03299,NULL,sn-glycerol-3-phosphate import ATP-binding protein UgpC,
ECD_RS17215,ECD_RS17215,ECD_03300,ugpE,sn-glycerol-3-phosphate ABC transporter permease UgpE,
ECD_RS17220,ECD_RS17220,ECD_03301,ugpA,sn-glycerol-3-phosphate ABC transporter permease UgpA,
ECD_RS17225,ECD_RS17225,ECD_03302,ugpB,sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB,
ECD_RS17235,ECD_RS17235,ECD_03303,livF,high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF,
ECD_RS17240,ECD_RS17240,ECD_03304,livG,high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG,
ECD_RS17245,ECD_RS17245,ECD_03305,NULL,high-affinity branched-chain amino acid ABC transporter permease LivM,
ECD_RS17250,ECD_RS17250,ECD_03306,livH,high-affinity branched-chain amino acid ABC transporter permease LivH,
ECD_RS17255,ECD_RS17255,ECD_03307,livk,high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK,
ECD_RS17260,ECD_RS17260,ECD_03308,panM,aspartate 1-decarboxylase autocleavage activator PanM,
ECD_RS17270,ECD_RS17270,ECD_03309,NULL,branched-chain amino acid ABC transporter substrate-binding protein,
ECD_RS17275,ECD_RS17275,ECD_03310,rpoH,RNA polymerase sigma factor RpoH,
ECD_RS17280,ECD_RS17280,ECD_03311,ftsX,cell division protein FtsX,
ECD_RS17285,ECD_RS17285,ECD_03312,ftsE,cell division ATP-binding protein FtsE,
ECD_RS17290,ECD_RS17290,ECD_03313,ftsY,signal recognition particle-docking protein FtsY,
ECD_RS17295,ECD_RS17295,ECD_03314,rsmD,16S rRNA (guanine(966)-N(2))-methyltransferase,
ECD_RS17300,ECD_RS17300,ECD_03315,NULL,DUF1145 family protein,
ECD_RS17305,ECD_RS17305,ECD_03316,NULL,DUF2500 domain-containing protein,
ECD_RS17310,ECD_RS17310,ECD_03317,NULL,lysoplasmalogenase,
ECD_RS17315,ECD_RS17315,ECD_03318,zntA,Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA,
ECD_RS17320,ECD_RS17320,ECD_03319,tusA,sulfurtransferase TusA,
ECD_RS17325,ECD_RS17325,ECD_03320,NULL,7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter,
ECD_RS17330,ECD_RS17330,ECD_03321,dcrB,phage sensitivity protein DcrB,
ECD_RS17335,ECD_RS17335,ECD_03322,NULL,MFS transporter,
ECD_RS17340,ECD_RS17340,ECD_03323,NULL,AI-2E family transporter,
ECD_RS17345,ECD_RS17345,ECD_03324,acpT,4'-phosphopantetheinyl transferase AcpT,
ECD_RS17350,ECD_RS17350,ECD_03325,nikA,nickel ABC transporter, nickel/metallophore periplasmic binding protein,
ECD_RS17355,ECD_RS17355,ECD_03326,nikB,nickel ABC transporter permease subunit NikB,
ECD_RS17360,ECD_RS17360,ECD_03327,nikC,nickel ABC transporter permease subunit NikC,
ECD_RS17365,ECD_RS17365,ECD_03328,nikD,nickel import ATP-binding protein NikD,
ECD_RS17370,ECD_RS17370,ECD_03329,nikE,nickel import ATP-binding protein NikE,
ECD_RS17375,ECD_RS17375,ECD_03330,nikR,nickel-responsive transcriptional regulator NikR,
ECD_RS17380,ECD_RS17380,ECD_03331,NULL,RHS repeat protein,
ECD_RS17385,ECD_RS17385,ECD_03332,yhhH,protein YhhH,
ECD_RS17390,ECD_RS17390,NULL,NULL,hypothetical protein,
ECD_RS17395,ECD_RS17395,ECD_03334,NULL,ISAs1-like element ISEc1 family transposase,
ECD_RS17400,ECD_RS17400,ECD_03335,NULL,ABC-2 transporter permease,
ECD_RS17405,ECD_RS17405,ECD_03336,rbbA,ribosome-associated ATPase/putative transporter RbbA,
ECD_RS17410,ECD_RS17410,ECD_03337,NULL,HlyD family secretion protein,
ECD_RS17415,ECD_RS17415,ECD_03338,NULL,DUF4049 domain-containing protein,
ECD_RS17420,ECD_RS17420,ECD_03339,NULL,YhiJ/YhiL family protein,
ECD_RS17435,ECD_RS17435,ECD_03340,NULL,DUF2776 domain-containing protein,
ECD_RS17440,ECD_RS17440,ECD_03341,NULL,NAD(P)/FAD-dependent oxidoreductase,
ECD_RS17445,ECD_RS17445,ECD_03342,NULL,inorganic phosphate transporter PitA,
ECD_RS17450,ECD_RS17450,ECD_03343,uspB,universal stress protein UspB,
ECD_RS17455,ECD_RS17455,ECD_03344,uspA,universal stress protein UspA,
ECD_RS17460,ECD_RS17460,ECD_03345,dtpB,dipeptide/tripeptide permease DtpB,
ECD_RS17465,ECD_RS17465,ECD_03346,rsmJ,16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ,
ECD_RS17470,ECD_RS17470,ECD_03347,prlC,oligopeptidase A,
ECD_RS17475,ECD_RS17475,ECD_03348,NULL,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,
ECD_RS17480,ECD_RS17480,ECD_03349,gorA,glutathione-disulfide reductase,
ECD_RS25355,ECD_RS25355,ECD_04373,NULL,hypothetical protein,
ECD_RS17495,ECD_RS17495,ECD_03350,NULL,arsenical resistance operon transcriptional regulator ArsR,
ECD_RS17500,ECD_RS17500,ECD_03351,arsB,arsenite/antimonite:H(+) antiporter ArsB,
ECD_RS17505,ECD_RS17505,ECD_03352,arsC,glutaredoxin-dependent arsenate reductase,
ECD_RS17510,ECD_RS17510,ECD_03353,NULL,hypothetical protein,
ECD_RS17515,ECD_RS17515,ECD_03354,slp,outer membrane lipoprotein Slp,
ECD_RS17520,ECD_RS17520,ECD_03355,NULL,helix-turn-helix transcriptional regulator,
ECD_RS17525,ECD_RS17525,ECD_03356,NULL,MgtC/SapB family protein,
ECD_RS17530,ECD_RS17530,ECD_03357,hdeB,acid-activated periplasmic chaperone HdeB,
ECD_RS17535,ECD_RS17535,ECD_03358,hdeA,acid-activated periplasmic chaperone HdeA,
ECD_RS17540,ECD_RS17540,ECD_03359,NULL,HdeD family acid-resistance protein,
ECD_RS17545,ECD_RS17545,ECD_03360,gadE,acid resistance transcriptional activator GadE,
ECD_RS17550,ECD_RS17550,NULL,NULL,hypothetical protein,
ECD_RS17555,ECD_RS17555,ECD_03361,mdtE,multidrug transporter subunit MdtE,
ECD_RS17560,ECD_RS17560,ECD_03362,NULL,multidrug efflux RND transporter permease subunit,
ECD_RS17565,ECD_RS17565,ECD_03363,gadW,acid resistance transcriptional activator GadW,
ECD_RS17570,ECD_RS17570,ECD_03364,gadX,acid resistance transcriptional activator GadX,
ECD_RS17575,ECD_RS17575,ECD_03365,NULL,glutamate decarboxylase,
ECD_RS17580,ECD_RS17580,ECD_03366,NULL,cytochrome c peroxidase,
ECD_RS17585,ECD_RS17585,ECD_03367,treF,alpha,alpha-trehalase TreF,
ECD_RS17590,ECD_RS17590,ECD_03368,NULL,response regulator transcription factor,
ECD_RS17595,ECD_RS17595,ECD_03369,NULL,LysR family transcriptional regulator,
ECD_RS17600,ECD_RS17600,ECD_03370,yhjD,inner membrane protein YhjD,
ECD_RS17605,ECD_RS17605,ECD_03371,NULL,MHS family MFS transporter,
ECD_RS17610,ECD_RS17610,ECD_03372,NULL,AsmA family protein,
ECD_RS17615,ECD_RS17615,ECD_03373,pdeH,cyclic-guanylate-specific phosphodiesterase,
ECD_RS17625,ECD_RS17625,ECD_03374,NULL,sugar kinase,
ECD_RS17630,ECD_RS17630,ECD_03375,NULL,insulinase family protein,
ECD_RS17635,ECD_RS17635,ECD_03376,NULL,dicarboxylate/amino acid:cation symporter,
ECD_RS17640,ECD_RS17640,ECD_03377,hmsP,biofilm formation regulator HmsP,
ECD_RS17645,ECD_RS17645,ECD_03378,bcsC,cellulose biosynthesis protein BcsC,
ECD_RS17650,ECD_RS17650,ECD_03379,bcsZ,cellulase,
ECD_RS17655,ECD_RS17655,ECD_03380,bcsB,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,
ECD_RS17660,ECD_RS17660,ECD_03381,bcsA,UDP-forming cellulose synthase catalytic subunit,
ECD_RS17665,ECD_RS17665,NULL,bcsQ,cellulose biosynthesis protein BcsQ,
ECD_RS17670,ECD_RS17670,ECD_03383,NULL,hypothetical protein,
ECD_RS17675,ECD_RS17675,ECD_03384,bcsE,cellulose biosynthesis protein BcsE,
ECD_RS17680,ECD_RS17680,ECD_03385,bcsF,cellulose biosynthesis protein BcsF,
ECD_RS17685,ECD_RS17685,ECD_03386,bcsG,cellulose biosynthesis protein BcsG,
ECD_RS24930,ECD_RS24930,ECD_03387,ldrD,type I toxin-antitoxin system toxic polypeptide LdrD,
ECD_RS25795,ECD_RS25795,NULL,NULL,integrase,
ECD_RS25800,ECD_RS25800,ECD_03388,NULL,type I toxin-antitoxin system toxin Ldr family protein,
ECD_RS24035,ECD_RS24035,NULL,NULL,integrase,
ECD_RS25805,ECD_RS25805,ECD_03389,NULL,type I toxin-antitoxin system toxin Ldr family protein,
ECD_RS25810,ECD_RS25810,NULL,NULL,integrase,
ECD_RS17710,ECD_RS17710,ECD_03390,NULL,transporter,
ECD_RS17715,ECD_RS17715,ECD_03391,dppF,dipeptide ABC transporter ATP binding subunit DppF,
ECD_RS17720,ECD_RS17720,ECD_03392,dppD,dipeptide ABC transporter ATP-binding protein,
ECD_RS17725,ECD_RS17725,ECD_03393,dppC,dipeptide ABC transporter permease DppC,
ECD_RS17730,ECD_RS17730,ECD_03394,dppB,dipeptide ABC transporter permease DppB,
ECD_RS17735,ECD_RS17735,NULL,NULL,hypothetical protein,
ECD_RS17740,ECD_RS17740,ECD_03395,dppA,dipeptide ABC transporter substrate-binding protein DppA,
ECD_RS22750,ECD_RS22750,NULL,NULL,RtT sRNA,
ECD_RS17750,ECD_RS17750,ECD_t00062,NULL,tRNA-Pro,
ECD_RS17755,ECD_RS17755,ECD_03396,eptB,kdo(2)-lipid A phosphoethanolamine 7''-transferase,
ECD_RS17760,ECD_RS17760,ECD_03397,NULL,oxalate/formate antiport family MFS transporter,
ECD_RS17765,ECD_RS17765,ECD_03398,NULL,autotransporter outer membrane beta-barrel domain-containing protein,
ECD_RS17770,ECD_RS17770,ECD_03399,tag,DNA-3-methyladenine glycosylase I,
ECD_RS17775,ECD_RS17775,ECD_03400,NULL,N-acetyltransferase,
ECD_RS17780,ECD_RS17780,ECD_03401,NULL,molybdopterin guanine dinucleotide-containing S/N-oxide reductase,
ECD_RS17785,ECD_RS17785,ECD_03402,NULL,OmpA family lipoprotein,
ECD_RS17790,ECD_RS17790,ECD_03403,ghrB,glyoxylate/hydroxypyruvate reductase GhrB,
ECD_RS17795,ECD_RS17795,ECD_03404,NULL,DUF3053 domain-containing protein,
ECD_RS17800,ECD_RS17800,ECD_03405,NULL,HTH-type transcriptional regulator,
ECD_RS17805,ECD_RS17805,ECD_03406,cspA,RNA chaperone/antiterminator CspA,
ECD_RS17810,ECD_RS17810,ECD_03407,hokA,type I toxin-antitoxin system toxin HokA,
ECD_RS25375,ECD_RS25375,NULL,NULL,IS3-like element IS150 family transposase,
ECD_RS17825,ECD_RS17825,ECD_03410,glyS,glycine--tRNA ligase subunit beta,
ECD_RS17830,ECD_RS17830,ECD_03411,glyQ,glycine--tRNA ligase subunit alpha,
ECD_RS17835,ECD_RS17835,ECD_03412,NULL,membrane protein,
ECD_RS17840,ECD_RS17840,ECD_03413,NULL,acyltransferase,
ECD_RS17845,ECD_RS17845,ECD_03414,NULL,YiaB family inner membrane protein,
ECD_RS17850,ECD_RS17850,ECD_03415,NULL,hypothetical protein,
ECD_RS17855,ECD_RS17855,ECD_03416,xylB,xylulokinase,
ECD_RS17860,ECD_RS17860,ECD_03417,xylA,xylose isomerase,
ECD_RS17865,ECD_RS17865,ECD_03418,xylF,D-xylose ABC transporter substrate-binding protein,
ECD_RS17870,ECD_RS17870,NULL,xylG,D-xylose ABC transporter ATP-binding protein,
ECD_RS17875,ECD_RS17875,ECD_03420,xylH,xylose ABC transporter permease XylH,
ECD_RS17880,ECD_RS17880,ECD_03421,NULL,XylR family transcriptional regulator,
ECD_RS17885,ECD_RS17885,ECD_03422,NULL,protein bax,
ECD_RS17890,ECD_RS17890,ECD_03423,malS,alpha-amylase,
ECD_RS17895,ECD_RS17895,ECD_03424,avtA,valine--pyruvate transaminase,
ECD_RS17905,ECD_RS17905,ECD_03425,NULL,4Fe-4S dicluster domain-containing protein,
ECD_RS17910,ECD_RS17910,ECD_03426,yiaJ,IclR family transcriptional regulator YiaJ,
ECD_RS17915,ECD_RS17915,ECD_03427,NULL,3-dehydro-L-gulonate 2-dehydrogenase,
ECD_RS17920,ECD_RS17920,ECD_03428,NULL,DUF386 domain-containing protein,
ECD_RS17925,ECD_RS17925,ECD_03429,yiaM,2,3-diketo-L-gulonate TRAP transporter small permease YiaM,
ECD_RS17930,ECD_RS17930,ECD_03430,yiaN,2,3-diketo-L-gulonate transporter large permease YiaN,
ECD_RS17935,ECD_RS17935,ECD_03431,yiaO,2,3-diketo-L-gulonate transporter substrate-binding protein YiaO,
ECD_RS17940,ECD_RS17940,ECD_03432,lyxK,L-xylulokinase,
ECD_RS17945,ECD_RS17945,ECD_03433,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,
ECD_RS17950,ECD_RS17950,ECD_03434,NULL,L-ribulose-5-phosphate 3-epimerase,
ECD_RS17955,ECD_RS17955,ECD_03435,araD,L-ribulose-5-phosphate 4-epimerase,
ECD_RS17960,ECD_RS17960,ECD_03436,NULL,AraC family transcriptional regulator,
ECD_RS17965,ECD_RS17965,ECD_03437,NULL,MFS transporter,
ECD_RS17970,ECD_RS17970,ECD_03438,NULL,glycoside hydrolase family 127 protein,
ECD_RS17975,ECD_RS17975,ECD_03439,NULL,MipA/OmpV family protein,
ECD_RS17980,ECD_RS17980,ECD_03440,NULL,LysR family transcriptional regulator,
ECD_RS17985,ECD_RS17985,ECD_03441,NULL,HlyD family secretion protein,
ECD_RS17990,ECD_RS17990,ECD_03442,NULL,DUF3302 domain-containing protein,
ECD_RS25815,ECD_RS25815,NULL,NULL,type II toxin-antitoxin system HicB family antitoxin,
ECD_RS18000,ECD_RS18000,ECD_03443,NULL,aldehyde dehydrogenase,
ECD_RS18005,ECD_RS18005,ECD_03444,yiaY,L-threonine dehydrogenase,
ECD_RS18010,ECD_RS18010,ECD_03445,selB,selenocysteine-specific translation elongation factor,
ECD_RS18015,ECD_RS18015,ECD_03446,NULL,L-seryl-tRNA(Sec) selenium transferase,
ECD_RS18020,ECD_RS18020,ECD_03447,NULL,glutathione S-transferase,
ECD_RS18025,ECD_RS18025,NULL,NULL,protein RhsA,
ECD_RS18030,ECD_RS18030,ECD_03449,NULL,hypothetical protein,
ECD_RS18035,ECD_RS18035,ECD_03450,NULL,RHS repeat protein,
ECD_RS18040,ECD_RS18040,ECD_03451,NULL,sel1 repeat family protein,
ECD_RS24060,ECD_RS24060,NULL,NULL,hypothetical protein,
ECD_RS24065,ECD_RS24065,NULL,NULL,hypothetical protein,
ECD_RS18045,ECD_RS18045,NULL,NULL,hypothetical protein,
ECD_RS18050,ECD_RS18050,ECD_03452,NULL,HlyD family secretion protein,
ECD_RS18055,ECD_RS18055,ECD_03453,NULL,DUF3302 domain-containing protein,
ECD_RS18060,ECD_RS18060,ECD_03454,NULL,PTS mannitol transporter subunit IICBA,
ECD_RS18065,ECD_RS18065,ECD_03455,mtlD,mannitol-1-phosphate 5-dehydrogenase,
ECD_RS18070,ECD_RS18070,ECD_03456,mtlR,transcriptional repressor MtlR,
ECD_RS18075,ECD_RS18075,ECD_03457,NULL,hypothetical protein,
ECD_RS18080,ECD_RS18080,ECD_03458,NULL,YibL family ribosome-associated protein,
ECD_RS24075,ECD_RS24075,NULL,NULL,hypothetical protein,
ECD_RS18085,ECD_RS18085,ECD_03459,NULL,DUF3251 domain-containing protein,
ECD_RS18090,ECD_RS18090,ECD_03460,NULL,adhesin,
ECD_RS18095,ECD_RS18095,ECD_03461,lldP,L-lactate permease,
ECD_RS18100,ECD_RS18100,ECD_03462,lldR,transcriptional regulator LldR,
ECD_RS18105,ECD_RS18105,ECD_03463,lldD,quinone-dependent L-lactate dehydrogenase,
ECD_RS18110,ECD_RS18110,ECD_03464,trmL,tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL,
ECD_RS18115,ECD_RS18115,ECD_03465,cysE,serine O-acetyltransferase,
ECD_RS18120,ECD_RS18120,ECD_03466,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,
ECD_RS18125,ECD_RS18125,ECD_03467,secB,protein-export chaperone SecB,
ECD_RS18130,ECD_RS18130,ECD_03468,grxC,glutaredoxin 3,
ECD_RS18135,ECD_RS18135,ECD_03469,NULL,rhodanese-like domain-containing protein,
ECD_RS18140,ECD_RS18140,ECD_03470,gpmM,2,3-bisphosphoglycerate-independent phosphoglycerate mutase,
ECD_RS18145,ECD_RS18145,ECD_03471,envC,murein hydrolase activator EnvC,
ECD_RS18150,ECD_RS18150,ECD_03472,NULL,divergent polysaccharide deacetylase family protein,
ECD_RS18155,ECD_RS18155,ECD_03473,waaH,UDP-glucuronate:LPS(HepIII) glycosyltransferase,
ECD_RS18160,ECD_RS18160,ECD_03474,NULL,L-threonine 3-dehydrogenase,
ECD_RS18165,ECD_RS18165,ECD_03475,kbl,glycine C-acetyltransferase,
ECD_RS18170,ECD_RS18170,ECD_03476,rfaD,ADP-glyceromanno-heptose 6-epimerase,
ECD_RS18175,ECD_RS18175,ECD_03477,rfaF,ADP-heptose--LPS heptosyltransferase RfaF,
ECD_RS18180,ECD_RS18180,ECD_03478,rfaC,lipopolysaccharide heptosyltransferase RfaC,
ECD_RS18185,ECD_RS18185,ECD_03479,NULL,O-antigen ligase family protein,
ECD_RS18190,ECD_RS18190,ECD_03480,NULL,glycosyltransferase family 2 protein,
ECD_RS18195,ECD_RS18195,ECD_03481,NULL,UDP-galactose--(galactosyl) LPS alpha1,2-galactosyltransferase,
ECD_RS18200,ECD_RS18200,NULL,rfaY,lipopolysaccharide core heptose(II) kinase RfaY,
ECD_RS18205,ECD_RS18205,NULL,NULL,lipopolysaccharide 1,2-glucosyltransferase,
ECD_RS18210,ECD_RS18210,ECD_03484,NULL,IS1-like element IS1A family transposase,
ECD_RS18215,ECD_RS18215,NULL,NULL,lipopolysaccharide 1,2-glucosyltransferase,
ECD_RS18220,ECD_RS18220,ECD_03486,waaO,lipopolysaccharide 3-alpha-galactosyltransferase,
ECD_RS18225,ECD_RS18225,ECD_03487,rfaP,lipopolysaccharide core heptose(I) kinase RfaP,
ECD_RS18230,ECD_RS18230,ECD_03488,NULL,glycosyltransferase family 4 protein,
ECD_RS18235,ECD_RS18235,ECD_03489,rfaQ,lipopolysaccharide core heptosyltransferase RfaQ,
ECD_RS18240,ECD_RS18240,ECD_03490,NULL,3-deoxy-D-manno-octulosonic acid transferase,
