tag_Jichao,locus_tag,old_locus_tag,gene,product,
BW25113_RS18580,BW25113_RS18580,BW25113_3579,yiaO,2,3-diketo-L-gulonate transporter substrate-binding protein YiaO,
BW25113_RS18585,BW25113_RS18585,BW25113_3580,lyxK,L-xylulokinase,
BW25113_RS18590,BW25113_RS18590,BW25113_3581,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,
BW25113_RS18595,BW25113_RS18595,BW25113_3582,NULL,L-ribulose-5-phosphate 3-epimerase,
BW25113_RS18600,BW25113_RS18600,BW25113_3583,NULL,L-ribulose-5-phosphate 4-epimerase SgbE,
BW25113_RS25765,BW25113_RS25765,BW25113_4649,NULL,hypothetical protein,
BW25113_RS18605,BW25113_RS18605,BW25113_3584,NULL,MipA/OmpV family protein,
BW25113_RS18610,BW25113_RS18610,BW25113_3585,NULL,LysR family transcriptional regulator,
BW25113_RS18615,BW25113_RS18615,BW25113_3586,NULL,HlyD family secretion protein,
BW25113_RS18620,BW25113_RS18620,BW25113_3587,NULL,DUF3302 domain-containing protein,
BW25113_RS25770,BW25113_RS25770,NULL,NULL,type II toxin-antitoxin system HicB family antitoxin,
BW25113_RS18630,BW25113_RS18630,BW25113_3588,NULL,aldehyde dehydrogenase,
BW25113_RS18635,BW25113_RS18635,BW25113_3589,yiaY,L-threonine dehydrogenase,
BW25113_RS18640,BW25113_RS18640,BW25113_3590,selB,selenocysteine-specific translation elongation factor,
BW25113_RS18645,BW25113_RS18645,BW25113_3591,NULL,L-seryl-tRNA(Sec) selenium transferase,
BW25113_RS18650,BW25113_RS18650,BW25113_3592,NULL,glutathione S-transferase,
BW25113_RS18655,BW25113_RS18655,BW25113_3593,NULL,RHS element protein RhsA,
BW25113_RS18660,BW25113_RS18660,BW25113_3594,NULL,hypothetical protein,
BW25113_RS25775,BW25113_RS25775,NULL,NULL,type IV secretion protein Rhs,
BW25113_RS18665,BW25113_RS18665,NULL,NULL,RHS repeat protein,
BW25113_RS18670,BW25113_RS18670,BW25113_3596,NULL,sel1 repeat family protein,
BW25113_RS24530,BW25113_RS24530,NULL,NULL,hypothetical protein,
BW25113_RS24535,BW25113_RS24535,BW25113_4651,NULL,hypothetical protein,
BW25113_RS18675,BW25113_RS18675,NULL,NULL,hypothetical protein,
BW25113_RS18680,BW25113_RS18680,BW25113_3597,NULL,HlyD family secretion protein,
BW25113_RS18685,BW25113_RS18685,BW25113_3598,NULL,DUF3302 domain-containing protein,
BW25113_RS18690,BW25113_RS18690,BW25113_3599,NULL,PTS mannitol transporter subunit IICBA,
BW25113_RS18695,BW25113_RS18695,BW25113_3600,mtlD,mannitol-1-phosphate 5-dehydrogenase,
BW25113_RS18700,BW25113_RS18700,BW25113_3601,mtlR,transcriptional repressor MtlR,
BW25113_RS18705,BW25113_RS18705,BW25113_4554,NULL,hypothetical protein,
BW25113_RS18710,BW25113_RS18710,BW25113_3602,NULL,YibL family ribosome-associated protein,
BW25113_RS18715,BW25113_RS18715,BW25113_3603,lldP,L-lactate permease,
BW25113_RS18720,BW25113_RS18720,BW25113_3604,lldR,transcriptional regulator LldR,
BW25113_RS18725,BW25113_RS18725,BW25113_3605,lldD,quinone-dependent L-lactate dehydrogenase,
BW25113_RS18730,BW25113_RS18730,BW25113_3606,trmL,tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL,
BW25113_RS18735,BW25113_RS18735,BW25113_3607,cysE,serine O-acetyltransferase,
BW25113_RS18740,BW25113_RS18740,BW25113_3608,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,
BW25113_RS18745,BW25113_RS18745,BW25113_3609,secB,protein-export chaperone SecB,
BW25113_RS18750,BW25113_RS18750,BW25113_3610,grxC,glutaredoxin 3,
BW25113_RS18755,BW25113_RS18755,BW25113_3611,NULL,rhodanese-like domain-containing protein,
BW25113_RS18760,BW25113_RS18760,BW25113_3612,gpmM,2,3-bisphosphoglycerate-independent phosphoglycerate mutase,
BW25113_RS18765,BW25113_RS18765,BW25113_3613,envC,murein hydrolase activator EnvC,
BW25113_RS18770,BW25113_RS18770,BW25113_3614,NULL,divergent polysaccharide deacetylase family protein,
BW25113_RS18775,BW25113_RS18775,BW25113_3615,waaH,UDP-glucuronate:LPS(HepIII) glycosyltransferase,
BW25113_RS18780,BW25113_RS18780,BW25113_3616,NULL,L-threonine 3-dehydrogenase,
BW25113_RS18785,BW25113_RS18785,BW25113_3617,kbl,glycine C-acetyltransferase,
BW25113_RS18790,BW25113_RS18790,BW25113_3618,yibB,protein YibB,
BW25113_RS18795,BW25113_RS18795,BW25113_3619,rfaD,ADP-glyceromanno-heptose 6-epimerase,
BW25113_RS18800,BW25113_RS18800,BW25113_3620,rfaF,ADP-heptose--LPS heptosyltransferase RfaF,
BW25113_RS18805,BW25113_RS18805,BW25113_3621,rfaC,lipopolysaccharide heptosyltransferase RfaC,
BW25113_RS18810,BW25113_RS18810,BW25113_3622,NULL,O-antigen ligase family protein,
BW25113_RS18815,BW25113_RS18815,BW25113_3623,NULL,glycosyltransferase family 9 protein,
BW25113_RS18820,BW25113_RS18820,BW25113_3624,waaZ,3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ,
BW25113_RS18825,BW25113_RS18825,BW25113_3625,rfaY,lipopolysaccharide core heptose(II) kinase RfaY,
BW25113_RS18830,BW25113_RS18830,BW25113_3626,rfaJ,lipopolysaccharide glucosyltransferase RfaJ,
BW25113_RS18835,BW25113_RS18835,BW25113_3627,waaO,lipopolysaccharide 3-alpha-galactosyltransferase,
BW25113_RS18840,BW25113_RS18840,BW25113_3628,waaB,lipopolysaccharide 1,6-galactosyltransferase,
BW25113_RS18845,BW25113_RS18845,BW25113_3629,rfaS,LPS core biosynthesis protein RfaS,
BW25113_RS18850,BW25113_RS18850,BW25113_3630,rfaP,lipopolysaccharide core heptose(I) kinase RfaP,
BW25113_RS18855,BW25113_RS18855,BW25113_3631,rfaG,lipopolysaccharide glucosyltransferase I,
BW25113_RS18860,BW25113_RS18860,BW25113_3632,rfaQ,lipopolysaccharide core heptosyltransferase RfaQ,
BW25113_RS18865,BW25113_RS18865,BW25113_3633,NULL,3-deoxy-D-manno-octulosonic acid transferase,
BW25113_RS18870,BW25113_RS18870,BW25113_3634,coaD,pantetheine-phosphate adenylyltransferase,
BW25113_RS18875,BW25113_RS18875,BW25113_3635,mutM,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,
BW25113_RS18880,BW25113_RS18880,BW25113_3636,rpmG,50S ribosomal protein L33,
BW25113_RS18885,BW25113_RS18885,BW25113_3637,rpmB,50S ribosomal protein L28,
BW25113_RS18890,BW25113_RS18890,BW25113_3638,NULL,RadC family protein,
BW25113_RS18895,BW25113_RS18895,BW25113_3639,coaBC,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,
BW25113_RS18900,BW25113_RS18900,BW25113_3640,NULL,dUTP diphosphatase,
BW25113_RS18905,BW25113_RS18905,BW25113_3641,slmA,nucleoid occlusion factor SlmA,
BW25113_RS18910,BW25113_RS18910,BW25113_3642,pyrE,orotate phosphoribosyltransferase,
BW25113_RS18915,BW25113_RS18915,NULL,NULL,ribonuclease PH,
BW25113_RS18920,BW25113_RS18920,BW25113_3644,NULL,YicC family protein,
BW25113_RS18925,BW25113_RS18925,BW25113_3645,dinD,DNA damage-inducible protein D,
BW25113_RS18930,BW25113_RS18930,BW25113_3646,NULL,trimeric intracellular cation channel family protein,
BW25113_RS18935,BW25113_RS18935,BW25113_3647,ligB,NAD-dependent DNA ligase LigB,
BW25113_RS18940,BW25113_RS18940,BW25113_3648,NULL,guanylate kinase,
BW25113_RS18945,BW25113_RS18945,BW25113_3649,rpoZ,DNA-directed RNA polymerase subunit omega,
BW25113_RS18950,BW25113_RS18950,BW25113_3650,spoT,bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase,
BW25113_RS18955,BW25113_RS18955,BW25113_3651,trmH,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH,
BW25113_RS18960,BW25113_RS18960,BW25113_3652,recG,ATP-dependent DNA helicase RecG,
BW25113_RS18965,BW25113_RS18965,BW25113_3653,gltS,sodium/glutamate symporter,
BW25113_RS18970,BW25113_RS18970,BW25113_3654,xanP,xanthine/proton symporter XanP,
BW25113_RS18975,BW25113_RS18975,BW25113_3655,NULL,AsmA family protein,
BW25113_RS18980,BW25113_RS18980,BW25113_3656,yicI,alpha-xylosidase,
BW25113_RS18985,BW25113_RS18985,BW25113_3657,NULL,glycoside-pentoside-hexuronide family transporter,
BW25113_RS18990,BW25113_RS18990,BW25113_3658,NULL,tRNA-Sec,
BW25113_RS18995,BW25113_RS18995,NULL,NULL,hypothetical protein,
BW25113_RS19000,BW25113_RS19000,BW25113_3659,NULL,sugar efflux transporter,
BW25113_RS19005,BW25113_RS19005,BW25113_3660,NULL,DMT family transporter,
BW25113_RS19010,BW25113_RS19010,BW25113_3661,nlpA,lipoprotein NlpA,
BW25113_RS19020,BW25113_RS19020,BW25113_4555,NULL,hypothetical protein,
BW25113_RS19025,BW25113_RS19025,BW25113_3662,nepI,purine ribonucleoside efflux pump NepI,
BW25113_RS19030,BW25113_RS19030,BW25113_3663,NULL,DUF1198 domain-containing protein,
BW25113_RS19035,BW25113_RS19035,BW25113_3664,NULL,NCS2 family permease,
BW25113_RS19040,BW25113_RS19040,BW25113_3665,adeD,adenine deaminase,
BW25113_RS19045,BW25113_RS19045,BW25113_3666,uhpT,hexose-6-phosphate:phosphate antiporter,
BW25113_RS19050,BW25113_RS19050,BW25113_3667,uhpC,MFS transporter family glucose-6-phosphate receptor UhpC,
BW25113_RS19055,BW25113_RS19055,BW25113_3668,uhpB,signal transduction histidine-protein kinase/phosphatase UhpB,
BW25113_RS19060,BW25113_RS19060,BW25113_3669,uhpA,transcriptional regulator UhpA,
BW25113_RS19065,BW25113_RS19065,BW25113_3670,ilvN,acetolactate synthase small subunit,
BW25113_RS19070,BW25113_RS19070,BW25113_3671,ilvB,acetolactate synthase large subunit,
BW25113_RS19075,BW25113_RS19075,BW25113_3672,ivbL,ilvB operon leader peptide IvbL,
BW25113_RS19090,BW25113_RS19090,BW25113_4618,tisB,type I toxin-antitoxin system toxin TisB,
BW25113_RS19095,BW25113_RS19095,BW25113_3673,emrD,multidrug efflux MFS transporter EmrD,
BW25113_RS19100,BW25113_RS19100,BW25113_3674,NULL,radical SAM protein,
BW25113_RS19105,BW25113_RS19105,BW25113_3675,NULL,DUF202 domain-containing protein,
BW25113_RS19110,BW25113_RS19110,BW25113_3676,NULL,YidH family protein,
BW25113_RS19115,BW25113_RS19115,BW25113_3677,NULL,hypothetical protein,
BW25113_RS19120,BW25113_RS19120,BW25113_3678,NULL,sulfatase-like hydrolase/transferase,
BW25113_RS19125,BW25113_RS19125,BW25113_3679,NULL,solute:sodium symporter family transporter,
BW25113_RS19130,BW25113_RS19130,BW25113_3680,NULL,AraC family transcriptional regulator,
BW25113_RS19135,BW25113_RS19135,NULL,NULL,inactive 6-phospho-alpha-glucosidase,
BW25113_RS19145,BW25113_RS19145,NULL,NULL,PTS sugar transporter subunit IIB,
BW25113_RS19150,BW25113_RS19150,BW25113_3684,NULL,GntR family transcriptional regulator,
BW25113_RS19155,BW25113_RS19155,BW25113_3685,NULL,putative transporter,
BW25113_RS19160,BW25113_RS19160,BW25113_3686,ibpB,heat shock chaperone IbpB,
BW25113_RS19165,BW25113_RS19165,BW25113_3687,ibpA,heat shock chaperone IbpA,
BW25113_RS19170,BW25113_RS19170,NULL,NULL,YceK/YidQ family lipoprotein,
BW25113_RS19175,BW25113_RS19175,BW25113_3689,NULL,DUF3748 domain-containing protein,
BW25113_RS19180,BW25113_RS19180,BW25113_3690,cbrA,colicin M resistance protein,
BW25113_RS19185,BW25113_RS19185,BW25113_3691,NULL,MFS transporter,
BW25113_RS19190,BW25113_RS19190,BW25113_4478,dgoD,galactonate dehydratase,
BW25113_RS19195,BW25113_RS19195,BW25113_4477,NULL,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,
BW25113_RS19200,BW25113_RS19200,BW25113_3693,NULL,2-dehydro-3-deoxygalactonokinase,
BW25113_RS19205,BW25113_RS19205,BW25113_4479,NULL,FadR family transcriptional regulator,
BW25113_RS19210,BW25113_RS19210,BW25113_3696,NULL,hypothetical protein,
BW25113_RS19215,BW25113_RS19215,BW25113_3697,NULL,sugar-phosphatase,
BW25113_RS19220,BW25113_RS19220,BW25113_3698,NULL,YidB family protein,
BW25113_RS19230,BW25113_RS19230,BW25113_3699,NULL,DNA topoisomerase (ATP-hydrolyzing) subunit B,
BW25113_RS19235,BW25113_RS19235,BW25113_3700,recF,DNA replication/repair protein RecF,
BW25113_RS19240,BW25113_RS19240,BW25113_3701,dnaN,DNA polymerase III subunit beta,
BW25113_RS19245,BW25113_RS19245,BW25113_3702,dnaA,chromosomal replication initiator protein DnaA,
BW25113_RS25780,BW25113_RS25780,NULL,NULL,protein YsdD,
BW25113_RS19250,BW25113_RS19250,BW25113_3703,rpmH,50S ribosomal protein L34,
BW25113_RS19255,BW25113_RS19255,BW25113_3704,rnpA,ribonuclease P protein component,
BW25113_RS19260,BW25113_RS19260,BW25113_4557,yidD,membrane protein insertion efficiency factor YidD,
BW25113_RS19265,BW25113_RS19265,BW25113_3705,yidC,membrane protein insertase YidC,
BW25113_RS19270,BW25113_RS19270,BW25113_3706,mnmE,tRNA uridine(34) 5-carboxymethylaminomethyl synthesis GTPase MnmE,
BW25113_RS19275,BW25113_RS19275,BW25113_3707,tnaC,tryptophanase leader peptide,
BW25113_RS19280,BW25113_RS19280,BW25113_3708,tnaA,tryptophanase,
BW25113_RS19285,BW25113_RS19285,BW25113_3709,tnaB,low affinity tryptophan permease TnaB,
BW25113_RS19290,BW25113_RS19290,BW25113_3710,mdtL,multidrug efflux MFS transporter MdtL,
BW25113_RS19295,BW25113_RS19295,BW25113_3711,yidZ,HTH-type transcriptional regulator YidZ,
BW25113_RS19300,BW25113_RS19300,BW25113_3712,NULL,4'-phosphopantetheinyl transferase,
BW25113_RS19305,BW25113_RS19305,BW25113_3713,yieF,NAD(P)H-dependent chromate oxidoreductase YieF,
BW25113_RS19310,BW25113_RS19310,BW25113_3714,NULL,NCS2 family permease,
BW25113_RS19315,BW25113_RS19315,BW25113_3715,yieH,6-phosphogluconate phosphatase,
BW25113_RS19320,BW25113_RS19320,BW25113_3716,NULL,protein CbrB,
BW25113_RS19325,BW25113_RS19325,BW25113_3717,NULL,CbrC family protein,
BW25113_RS19330,BW25113_RS19330,BW25113_3718,NULL,glucosamine-6-phosphate deaminase,
BW25113_RS19335,BW25113_RS19335,BW25113_3719,NULL,xylanase,
BW25113_RS19340,BW25113_RS19340,BW25113_3720,NULL,carbohydrate porin,
BW25113_RS19345,BW25113_RS19345,BW25113_3721,NULL,6-phospho-beta-glucosidase BglB,
BW25113_RS19350,BW25113_RS19350,BW25113_3722,bglF,PTS beta-glucoside transporter subunit IIABC,
BW25113_RS19355,BW25113_RS19355,BW25113_3723,bglG,transcriptional antiterminator BglG,
BW25113_RS19360,BW25113_RS19360,BW25113_3724,phoU,phosphate signaling complex protein PhoU,
BW25113_RS19365,BW25113_RS19365,BW25113_3725,pstB,phosphate ABC transporter ATP-binding protein PstB,
BW25113_RS19370,BW25113_RS19370,BW25113_3726,pstA,phosphate ABC transporter permease PstA,
BW25113_RS19375,BW25113_RS19375,BW25113_3727,pstC,phosphate ABC transporter permease PstC,
BW25113_RS19380,BW25113_RS19380,BW25113_3728,pstS,phosphate ABC transporter substrate-binding protein PstS,
BW25113_RS19385,BW25113_RS19385,BW25113_3729,glmS,glutamine--fructose-6-phosphate transaminase (isomerizing),
BW25113_RS19390,BW25113_RS19390,BW25113_3730,glmU,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,
BW25113_RS19395,BW25113_RS19395,BW25113_3731,atpC,F0F1 ATP synthase subunit epsilon,
BW25113_RS19400,BW25113_RS19400,BW25113_3732,atpD,F0F1 ATP synthase subunit beta,
BW25113_RS19405,BW25113_RS19405,BW25113_3733,atpG,F0F1 ATP synthase subunit gamma,
BW25113_RS19410,BW25113_RS19410,BW25113_3734,atpA,F0F1 ATP synthase subunit alpha,
BW25113_RS19415,BW25113_RS19415,BW25113_3735,atpH,F0F1 ATP synthase subunit delta,
BW25113_RS19420,BW25113_RS19420,BW25113_3736,atpF,F0F1 ATP synthase subunit B,
BW25113_RS19425,BW25113_RS19425,BW25113_3737,atpE,F0F1 ATP synthase subunit C,
BW25113_RS19430,BW25113_RS19430,BW25113_3738,atpB,F0F1 ATP synthase subunit A,
BW25113_RS19435,BW25113_RS19435,BW25113_3739,atpI,F0F1 ATP synthase subunit I,
BW25113_RS19440,BW25113_RS19440,BW25113_3740,rsmG,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,
BW25113_RS19445,BW25113_RS19445,BW25113_3741,mnmG,tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme MnmG,
BW25113_RS19450,BW25113_RS19450,BW25113_3742,mioC,FMN-binding protein MioC,
BW25113_RS19455,BW25113_RS19455,BW25113_3743,asnC,transcriptional regulator AsnC,
BW25113_RS19460,BW25113_RS19460,BW25113_3744,asnA,aspartate--ammonia ligase,
BW25113_RS19465,BW25113_RS19465,BW25113_3745,viaA,ATPase RavA stimulator ViaA,
BW25113_RS19470,BW25113_RS19470,BW25113_3746,ravA,ATPase RavA,
BW25113_RS19475,BW25113_RS19475,BW25113_3747,NULL,low affinity potassium transporter Kup,
BW25113_RS19480,BW25113_RS19480,BW25113_3748,rbsD,D-ribose pyranase,
BW25113_RS19485,BW25113_RS19485,BW25113_3749,rbsA,ribose ABC transporter ATP-binding protein RbsA,
BW25113_RS19490,BW25113_RS19490,BW25113_3750,rbsC,ribose ABC transporter permease,
BW25113_RS19495,BW25113_RS19495,BW25113_3751,rbsB,ribose ABC transporter substrate-binding protein RbsB,
BW25113_RS19500,BW25113_RS19500,BW25113_3752,rbsK,ribokinase,
BW25113_RS19505,BW25113_RS19505,BW25113_3753,rbsR,ribose operon transcriptional repressor RbsR,
BW25113_RS19510,BW25113_RS19510,BW25113_3754,NULL,DHA2 family efflux MFS transporter permease subunit,
BW25113_RS19515,BW25113_RS19515,BW25113_3755,NULL,FadR family transcriptional regulator,
BW25113_RS19520,BW25113_RS19520,BW25113_3756,NULL,16S ribosomal RNA,
BW25113_RS19525,BW25113_RS19525,BW25113_3757,NULL,tRNA-Glu,
BW25113_RS19530,BW25113_RS19530,BW25113_3758,NULL,23S ribosomal RNA,
BW25113_RS19535,BW25113_RS19535,BW25113_3759,rrf,5S ribosomal RNA,
BW25113_RS19540,BW25113_RS19540,BW25113_3760,NULL,tRNA-Asp,
BW25113_RS19545,BW25113_RS19545,BW25113_3761,NULL,tRNA-Trp,
BW25113_RS19550,BW25113_RS19550,BW25113_4480,hdfR,HTH-type transcriptional regulator HdfR,
BW25113_RS19555,BW25113_RS19555,BW25113_3764,maoP,macrodomain Ori organization protein MaoP,
BW25113_RS19560,BW25113_RS19560,BW25113_3765,NULL,YifB family Mg chelatase-like AAA ATPase,
BW25113_RS19565,BW25113_RS19565,BW25113_3766,ilvL,ilv operon leader peptide,
BW25113_RS25785,BW25113_RS25785,BW25113_4669,NULL,hypothetical protein,
BW25113_RS19570,BW25113_RS19570,NULL,NULL,acetolactate synthase 2 catalytic subunit,
BW25113_RS19575,BW25113_RS19575,BW25113_3769,ilvM,acetolactate synthase 2 small subunit,
BW25113_RS19580,BW25113_RS19580,BW25113_3770,ilvE,branched-chain-amino-acid transaminase,
BW25113_RS19585,BW25113_RS19585,BW25113_3771,ilvD,dihydroxy-acid dehydratase,
BW25113_RS19590,BW25113_RS19590,BW25113_3772,ilvA,threonine ammonia-lyase, biosynthetic,
BW25113_RS19595,BW25113_RS19595,BW25113_3773,ilvY,HTH-type transcriptional activator IlvY,
BW25113_RS19600,BW25113_RS19600,BW25113_3774,ilvC,ketol-acid reductoisomerase,
BW25113_RS19605,BW25113_RS19605,BW25113_3775,NULL,peptidylprolyl isomerase C,
BW25113_RS25790,BW25113_RS25790,BW25113_3777,NULL,hypothetical protein,
BW25113_RS19615,BW25113_RS19615,BW25113_3778,NULL,ATP-dependent DNA helicase Rep,
BW25113_RS19620,BW25113_RS19620,BW25113_3779,gppA,guanosine-5'-triphosphate,3'-diphosphate diphosphatase,
BW25113_RS19625,BW25113_RS19625,BW25113_3780,rhlB,ATP-dependent RNA helicase RhlB,
BW25113_RS19630,BW25113_RS19630,BW25113_3781,trxA,thioredoxin TrxA,
BW25113_RS19635,BW25113_RS19635,NULL,rhoL,rho operon leader peptide rhoL,
BW25113_RS19640,BW25113_RS19640,BW25113_3783,rho,transcription termination factor Rho,
BW25113_RS19650,BW25113_RS19650,BW25113_3784,wecA,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase,
BW25113_RS19655,BW25113_RS19655,BW25113_3785,wzzE,ECA polysaccharide chain length modulation protein,
BW25113_RS19660,BW25113_RS19660,BW25113_3786,NULL,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),
BW25113_RS19665,BW25113_RS19665,BW25113_3787,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,
BW25113_RS19670,BW25113_RS19670,BW25113_3788,rffG,dTDP-glucose 4,6-dehydratase,
BW25113_RS19675,BW25113_RS19675,BW25113_3789,rfbA,glucose-1-phosphate thymidylyltransferase RfbA,
BW25113_RS19680,BW25113_RS19680,BW25113_3790,NULL,dTDP-fucosamine acetyltransferase,
BW25113_RS19685,BW25113_RS19685,BW25113_3791,rffA,dTDP-4-amino-4,6-dideoxygalactose transaminase,
BW25113_RS19690,BW25113_RS19690,BW25113_3792,wzxE,lipid III flippase WzxE,
BW25113_RS19695,BW25113_RS19695,BW25113_4481,rffT,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,
BW25113_RS19700,BW25113_RS19700,BW25113_3793,wzyE,O-antigen assembly polymerase,
BW25113_RS19705,BW25113_RS19705,BW25113_3794,rffM,lipopolysaccharide N-acetylmannosaminouronosyltransferase,
BW25113_RS19710,BW25113_RS19710,BW25113_3795,NULL,amino acid permease,
BW25113_RS19715,BW25113_RS19715,BW25113_3796,NULL,tRNA-Arg,
BW25113_RS19720,BW25113_RS19720,BW25113_3797,NULL,tRNA-His,
BW25113_RS19725,BW25113_RS19725,BW25113_3798,NULL,tRNA-Leu,
BW25113_RS19730,BW25113_RS19730,BW25113_3799,NULL,tRNA-Pro,
BW25113_RS19735,BW25113_RS19735,BW25113_3800,NULL,anaerobic sulfatase maturase AslB,
BW25113_RS19740,BW25113_RS19740,BW25113_3801,NULL,arylsulfatase,
BW25113_RS19745,BW25113_RS19745,BW25113_3802,hemY,protoheme IX biogenesis protein HemY,
BW25113_RS19750,BW25113_RS19750,BW25113_3803,hemX,uroporphyrinogen-III C-methyltransferase,
BW25113_RS19755,BW25113_RS19755,BW25113_3804,hemD,uroporphyrinogen-III synthase,
BW25113_RS19760,BW25113_RS19760,BW25113_3805,hemC,hydroxymethylbilane synthase,
BW25113_RS19765,BW25113_RS19765,BW25113_3806,NULL,class I adenylate cyclase,
BW25113_RS19770,BW25113_RS19770,BW25113_3807,cyaY,iron donor protein CyaY,
BW25113_RS25795,BW25113_RS25795,NULL,NULL,hypothetical protein,
BW25113_RS19775,BW25113_RS19775,BW25113_4558,NULL,lipoprotein,
BW25113_RS19780,BW25113_RS19780,BW25113_3809,dapF,diaminopimelate epimerase,
BW25113_RS19785,BW25113_RS19785,BW25113_3810,NULL,DUF484 domain-containing protein,
BW25113_RS19790,BW25113_RS19790,BW25113_3811,xerC,tyrosine recombinase XerC,
BW25113_RS19795,BW25113_RS19795,BW25113_3812,yigB,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB,
BW25113_RS19800,BW25113_RS19800,BW25113_3813,uvrD,DNA helicase II,
BW25113_RS19805,BW25113_RS19805,BW25113_4482,NULL,phosphodiester glycosidase family protein,
BW25113_RS19815,BW25113_RS19815,BW25113_3816,corA,magnesium/cobalt transporter CorA,
BW25113_RS19820,BW25113_RS19820,BW25113_3817,NULL,DUF2628 domain-containing protein,
BW25113_RS19825,BW25113_RS19825,BW25113_3818,NULL,hypothetical protein,
BW25113_RS19830,BW25113_RS19830,BW25113_3819,rarD,EamA family transporter RarD,
BW25113_RS19835,BW25113_RS19835,BW25113_3820,NULL,thioesterase family protein,
BW25113_RS19840,BW25113_RS19840,BW25113_3821,pldA,phospholipase A,
BW25113_RS19845,BW25113_RS19845,BW25113_3822,recQ,ATP-dependent DNA helicase RecQ,
BW25113_RS19850,BW25113_RS19850,BW25113_3823,rhtC,threonine export protein RhtC,
BW25113_RS19855,BW25113_RS19855,BW25113_3824,rhtB,homoserine/homoserine lactone efflux protein,
BW25113_RS19860,BW25113_RS19860,BW25113_3825,pldB,lysophospholipase L2,
BW25113_RS19865,BW25113_RS19865,BW25113_3826,yigL,sugar/pyridoxal phosphate phosphatase YigL,
BW25113_RS19870,BW25113_RS19870,BW25113_3827,bioP,biotin transporter,
BW25113_RS19875,BW25113_RS19875,BW25113_3828,metR,HTH-type transcriptional regulator MetR,
BW25113_RS19880,BW25113_RS19880,BW25113_3829,metE,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,
BW25113_RS19885,BW25113_RS19885,BW25113_3830,NULL,dienelactone hydrolase family protein,
BW25113_RS19890,BW25113_RS19890,BW25113_3831,NULL,uridine phosphorylase,
BW25113_RS19895,BW25113_RS19895,BW25113_3832,rmuC,DNA recombination protein RmuC,
BW25113_RS19900,BW25113_RS19900,BW25113_3833,ubiE,bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE,
BW25113_RS19905,BW25113_RS19905,BW25113_3834,ubiJ,ubiquinone biosynthesis protein UbiJ,
BW25113_RS19910,BW25113_RS19910,BW25113_3835,ubiB,ubiquinone biosynthesis regulatory protein kinase UbiB,
BW25113_RS19915,BW25113_RS19915,BW25113_3836,tatA,Sec-independent protein translocase subunit TatA,
BW25113_RS19920,BW25113_RS19920,BW25113_3838,tatB,Sec-independent protein translocase subunit TatB,
BW25113_RS19925,BW25113_RS19925,BW25113_3839,tatC,Sec-independent protein translocase subunit TatC,
BW25113_RS19930,BW25113_RS19930,BW25113_4483,tatD,3'-5' ssDNA/RNA exonuclease TatD,
BW25113_RS19935,BW25113_RS19935,BW25113_3842,rfaH,transcription/translation regulatory transformer protein RfaH,
BW25113_RS19940,BW25113_RS19940,BW25113_3843,ubiD,4-hydroxy-3-polyprenylbenzoate decarboxylase,
BW25113_RS19945,BW25113_RS19945,BW25113_3844,NULL,NAD(P)H-flavin reductase,
BW25113_RS19950,BW25113_RS19950,BW25113_3845,fadA,acetyl-CoA C-acyltransferase FadA,
BW25113_RS19955,BW25113_RS19955,BW25113_3846,fadB,fatty acid oxidation complex subunit alpha FadB,
BW25113_RS19960,BW25113_RS19960,BW25113_3847,pepQ,Xaa-Pro dipeptidase,
BW25113_RS19965,BW25113_RS19965,BW25113_3848,NULL,IMPACT family protein,
BW25113_RS19970,BW25113_RS19970,BW25113_3849,trkH,Trk system potassium transporter TrkH,
BW25113_RS19975,BW25113_RS19975,BW25113_3850,hemG,menaquinone-dependent protoporphyrinogen IX dehydrogenase,
BW25113_RS19980,BW25113_RS19980,BW25113_3851,NULL,16S ribosomal RNA,
BW25113_RS19985,BW25113_RS19985,BW25113_3852,NULL,tRNA-Ile,
